epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,289.108,0.28978,3.43532,1.04873,0.58256,0.44186,0.47697,0.45697,0.25548,2.18402,0.5301,0.00998802,0.00332934,0.00998802,0.00332934,0.00998802,0.00332934,0.00998802,0.00332934
